"MeanVisitsA","MeanVisitsB","ProbFailingA","ProbFailingB","nmbA","nmbB","nmmC"
0.887831636333549,1.57320445311829,0.226311818406123,0.416288678035701,442530.842482466,446258.555533476,445305.141641366
1.1634752852932,2.13149383382625,0.122276597021518,0.287877755749675,443420.170502426,445028.525004546,445305.141641366
0.673409713819473,1.6927810180246,0.0587125441154549,0.333161845366946,470225.011741928,448650.328964309,445305.141641366
0.655078201117066,2.06674062969834,0.046835728778637,0.355863452554964,475179.478188917,442967.267899594,445305.141641366
0.854587527058207,2.5706513761518,0.0999631346510907,0.356235737611097,454702.865736612,436838.454760051,445305.141641366
0.577826279056369,1.32948684661877,0.388038775403394,0.197906865881587,440599.983453029,466317.393223333,445305.141641366
1.0599426654103,1.96102422002102,0.0522404468366381,0.200841989624243,456627.99198002,453940.917921616,445305.141641366
0.598271373126537,1.7324864710769,0.195690722522156,0.319010784024775,449874.647061524,448900.749795129,445305.141641366
1.09201653115037,1.47373970659216,0.120104140508004,0.332030407967049,445511.791164807,451526.140284158,445305.141641366
0.911531707176678,1.11539552492,0.272941067102357,0.6096661734864,440091.267190512,444311.711504273,445305.141641366
0.831062094209725,1.54625651565112,0.0145487181943295,0.141625430027151,482152.647906384,471267.224310875,445305.141641366
0.622676157044868,2.0992483279261,0.102061247149632,0.48876726867026,461198.896576661,438892.198988428,445305.141641366
0.999560434622721,1.16055960686561,0.230433348513075,0.366347433297854,440409.431204355,453332.779730085,445305.141641366
0.930773446728834,2.24688202393697,0.112774223444077,0.125550128056096,450707.09104354,456582.790700094,445305.141641366
0.75337278250962,2.20978855966144,0.262352752279188,0.219652046812791,442954.084017741,447812.709010643,445305.141641366
1.57935665476018,2.23117645173109,0.298837225456261,0.090869231792753,429838.645423704,463225.61561146,445305.141641366
0.903921931401698,1.95828510318446,0.0336390052487806,0.377483880901115,469094.045735131,443457.483493941,445305.141641366
0.960139857512255,2.42065273810832,0.442422536487448,0.137133177713542,435297.572551209,450701.317397861,445305.141641366
1.33900517555677,1.5740752627911,0.150855903227401,0.319929196861669,437290.246368936,450948.256783487,445305.141641366
1.52125879329573,1.17026009975159,0.0833425985988988,0.38832402538843,435682.13260467,451974.246413532,445305.141641366
1.17914580501258,3.06460188103215,0.0753822557537128,0.140525738592306,447975.405084148,434744.218941781,445305.141641366
0.748210024093773,1.39812113429684,0.191219496638411,0.30566085942359,447316.648938191,454263.401772641,445305.141641366
0.597821208691207,1.39365586591157,0.0714599189093355,0.50992528829384,469175.641969066,444778.255496414,445305.141641366
0.7900308186827,2.31032604726243,0.516028052036763,0.194569857080032,435764.511222305,447798.497217622,445305.141641366
1.30194431805029,2.39910956836166,0.249215635285392,0.0913716589466858,434755.937933945,457861.64283485,445305.141641366
1.05775833043779,2.62170697291478,0.274864177346224,0.437640735487327,437833.624447871,434746.676197249,445305.141641366
1.16993338554111,0.843294303129537,0.0561207751465709,0.638560698059935,451400.499288146,445607.010807769,445305.141641366
1.05780180968875,3.2794354001985,0.0686753510910989,0.192671947502637,453340.131549151,429036.516363497,445305.141641366
0.794847665769606,1.99787786583717,0.143503704416515,0.149310753575382,450628.525964204,459252.326466127,445305.141641366
0.888025694044511,1.7866945380224,0.196510266508996,0.331771573152555,444231.560287094,447516.380173121,445305.141641366
0.676688490073535,1.84137902662491,0.0543173956489792,0.272003543025697,471549.361819602,450225.239885985,445305.141641366
0.748918303538506,2.47276612257045,0.328895472418664,0.432085330599306,440379.635724812,436369.959946555,445305.141641366
0.8415977741245,2.21487942881034,0.691674618295681,0.109270143797656,433390.000070449,460088.492542576,445305.141641366
1.1382343451123,1.58211770500851,0.123019302101975,0.51524446681626,444023.251058586,442945.374341393,445305.141641366
0.85863359496709,1.39983529732631,0.308897330583412,0.0930237171941062,439583.124537291,488526.013697877,445305.141641366
0.88097311296146,1.6491784042139,0.20423549827464,0.404850459287102,443887.012798115,445889.317175479,445305.141641366
0.99879931406873,1.14231222156125,0.288873662787401,0.346005524250666,438262.560448096,454831.44098445,445305.141641366
1.30715820546162,2.41777165452492,0.167500765404981,0.436168531927101,437268.219276147,436857.98909283,445305.141641366
0.855929804564872,1.86991559393647,0.13311726296015,0.389736779125401,450273.124431619,444018.140026773,445305.141641366
1.06145362321376,2.32238347355336,0.132373533337766,0.275577859286671,445187.873212445,442813.945168104,445305.141641366
0.474637590916129,1.70657477147801,0.0776038721913635,0.428968034763402,471689.403126374,444387.89076652,445305.141641366
1.01798794008929,1.92969843570395,0.292986027299039,0.554180423397836,437863.581956732,439062.14640046,445305.141641366
1.41671991821055,1.84778895115843,0.232181420487066,0.323329343128132,433235.606759172,447148.906140731,445305.141641366
0.874130730112832,1.46282245168992,0.303723641411161,0.230682871301049,439541.405618899,459832.958774077,445305.141641366
0.776429788490653,2.72173057695531,0.207279989401928,0.242211626208077,445639.746367575,437897.716681554,445305.141641366
1.57112181675917,2.72936163157894,0.114114876928002,0.314897306691598,432893.106735217,435756.597648877,445305.141641366
